HS Code,Description,CD,SD,VAT,AIT,RD,ATV,
69101000,Ceramic Sinks... And Other Sanitary Fixtures; Of Porcelain Or China,CD 25%,SD 60%,VAT 15%,AIT 5%,RD 3%,ATV 5%,153.49,
69109000,Ceramic Sinks; Wash Basins; Baths... And Other Sanitary Fixtures; Nes,CD 25%,SD 60%,VAT 15%,AIT 5%,RD 3%,ATV 5%,153.49,
69111000,Tableware And Kitchenware; Of Porcelain Or China,CD 25%,SD 60%,VAT 15%,AIT 5%,RD 3%,ATV 5%,153.49,
69119000,Household And Toilet Articles; Nes; Of Porcelain Or China,CD 25%,SD 60%,VAT 15%,AIT 5%,RD 3%,ATV 5%,153.49,
69120000,Ceramic Tableware... Other Household Articles (Excl. Porcelain Or China),CD 25%,SD 60%,VAT 15%,AIT 5%,RD 3%,ATV 5%,153.49,
69131000,Statuettes And Other Ornamental Articles Of Porcelain Or China,CD 25%,SD 60%,VAT 15%,AIT 5%,RD 3%,ATV 5%,153.49,
69139000,Statuettes And Other Ornamental Articles (Excl. Porcelain Or China),CD 25%,SD 60%,VAT 15%,AIT 5%,RD 3%,ATV 5%,153.49,
69141000,Ceramic Articles; Nes; Of Porcelain Or China,CD 25%,SD 60%,VAT 15%,AIT 5%,RD 3%,ATV 5%,153.49,
69149000,Ceramic Articles; Nes (Excl. Porcelain Or China),CD 25%,SD 60%,VAT 15%,AIT 5%,RD 3%,ATV 5%,153.49,
70010000,Cullet And Other Waste And Scrap Of Glass; Glass In The Mass,CD 5%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,32.4,
70021000,Balls Of Glass; Unworked,CD 25%,SD 0%,VAT 15%,AIT 5%,RD 3%,ATV 5%,60.31,
70022000,Rods Of Glass; Unworked,CD 25%,SD 0%,VAT 15%,AIT 5%,RD 3%,ATV 5%,60.31,
70023110,Neutral Glass Tubes For The Manufacture Of Ampoules And Vials,CD 5%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,32.4,
70023190,Tubes Of Fused Quartz Or Other Fused Silica (Excl.Neutral Glass Tubes),CD 10%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,38.47,
70023200,Tubes Of Oth.Glass With A Lce =<5x10-6/K;Unworked;Temp.Range 0 Dgc To 300,CD 10%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,38.47,
70023910,Neutral Glass Tubes For The Manufacture Of Ampoules And Vials,CD 5%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,32.4,
70023920,Flange tube imported by VAT registered tube light manufacturing industry,CD 25%,SD 0%,VAT 15%,AIT 5%,RD 3%,ATV 5%,60.31,
70023990,Tubes Of Glass; Unworked; Nes,CD 25%,SD 20%,VAT 15%,AIT 5%,RD 3%,ATV 5%,91.37,
70031200,Nonwired Unworked Sheets Cast/Rolled Glass;Coloured;Opacified;Flashed Or..,CD 25%,SD 20%,VAT 15%,AIT 5%,RD 3%,ATV 5%,91.37,
70031900,Non-Wired Unworked Sheets Of Cast/Rolled Glass; Nes,CD 25%,SD 20%,VAT 15%,AIT 5%,RD 3%,ATV 5%,91.37,
70032000,Wired Unworked Sheets Of Cast/Rolled Glass,CD 25%,SD 20%,VAT 15%,AIT 5%,RD 3%,ATV 5%,91.37,
70033000,Unworked Profiles Of Cast/Rolled Glass,CD 25%,SD 20%,VAT 15%,AIT 5%,RD 3%,ATV 5%,91.37,
70042000,Unworked Drawn/Blown Glass;Coloured;Opacified;Flashed/With Absorbant Layer,CD 25%,SD 20%,VAT 15%,AIT 5%,RD 3%,ATV 5%,91.37,
70049000,Unworked Drawn/Blown Glass (Excl. Coloured; Opacified; Etc),CD 25%,SD 20%,VAT 15%,AIT 5%,RD 3%,ATV 5%,91.37,
70051000,Nonwired Unworked Sheets Of Float/Ground/Polished Glass;Wth Absorbnt Layer,CD 25%,SD 45%,VAT 15%,AIT 5%,RD 3%,ATV 5%,130.19,
70052100,Non-Wired Unworked Sheets Of Float/Ground/Polished Glass; Coloured...,CD 25%,SD 45%,VAT 15%,AIT 5%,RD 3%,ATV 5%,130.19,
70052910,Ultra clear glass imported by VAT registered refrigerator or freezer manf. ind.,CD 25%,SD 45%,VAT 15%,AIT 5%,RD 3%,ATV 5%,130.19,
70052990,Excl. Ultra clear glass imported by VAT registered refrigerator or freezer manf. ind.,CD 25%,SD 45%,VAT 15%,AIT 5%,RD 3%,ATV 5%,130.19,
70053000,Wired Unworked Sheets Of Float/Ground/Polished Glass,CD 25%,SD 45%,VAT 15%,AIT 5%,RD 3%,ATV 5%,130.19,
70060000,Glass Of 70.03; 70.04 Or 70.05; Bent; Edge-Worked; Engraved; Etc,CD 25%,SD 20%,VAT 15%,AIT 5%,RD 3%,ATV 5%,91.37,
70071100,Toughened (tempered) safety glass for use in v...; aircraft; spacecraft or vessels:,CD 5%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,32.4,
70071900,Toughened (Tempered) Safety Glass; Nes,CD 25%,SD 20%,VAT 15%,AIT 5%,RD 3%,ATV 5%,91.37,
70072100,Laminated safety glass for vehicles; aircraft; etc ....; aircraft; spacecraft or vessels,CD 5%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,32.4,
70072900,Laminated Safety Glass; Nes,CD 25%,SD 20%,VAT 15%,AIT 5%,RD 3%,ATV 5%,91.37,
70080000,Multiple-Walled Insulating Units Of Glass,CD 25%,SD 0%,VAT 15%,AIT 5%,RD 3%,ATV 5%,60.31,
70091000,Rear-View Mirrors For Vehicles; Of Glass,CD 25%,SD 0%,VAT 15%,AIT 5%,RD 3%,ATV 5%,60.31,
70099110,Unframed Glass Mirrors; Spherical And Cylindrical Only For Lab Use,CD 5%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,32.4,
70099190,Unframed Glass Mirrors (Excl.Spherical & Cylinderical Only For Lab Use),CD 25%,SD 20%,VAT 15%,AIT 5%,RD 3%,ATV 5%,91.37,
70099210,Framed Glass Mirrors;Spherical & Cylindrical Only For  Laboratory Use,CD 5%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,32.4,
70099290,Framed Glass Mirrors (Excl. Spherical & Cylindrical Only For Lab.Use),CD 25%,SD 20%,VAT 15%,AIT 5%,RD 3%,ATV 5%,91.37,
70101000,Glass Ampoules,CD 10%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,38.47,
70102000,Stoppers; Lids And Other Closures Of Glass,CD 5%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,32.4,
70109000,Carboys; bottles; flasks; jars; pots...nes; excl.jar of glass; glass bottles; jar,CD 25%,SD 20%,VAT 15%,AIT 5%,RD 3%,ATV 5%,91.37,
70111000,GLASS ENVELOPES (INCL.BULBS AND TUBES);OPEN AND GLASS PARTS..;FOR ELECTRIC LIGHTING,CD 25%,SD 0%,VAT 15%,AIT 5%,RD 3%,ATV 5%,60.31,
70112000,Open Glass Envelopes (Incl. Bulbs And Tubes); For Cathode-Ray Tubes,CD 10%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,38.47,
70119000,Open Glass Envelopes (Incl. Bulbs And Tubes); Nes,CD 15%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,44.53,
70131000,Glass-Ceramic Objects; Used For Table; Kitchen...; Nes,CD 25%,SD 45%,VAT 15%,AIT 5%,RD 3%,ATV 5%,130.19,
70132200,Glassware...Stemware drinking glasses other than of glass-ceramics of lead crys,CD 25%,SD 45%,VAT 15%,AIT 5%,RD 3%,ATV 5%,130.19,
70132800,Glassware...Stemware drinking glasses other than of glass-ceramics Excl. of lea,CD 25%,SD 45%,VAT 15%,AIT 5%,RD 3%,ATV 5%,130.19,
70133300,Glassware..Other drinking glasses; other than of glass ceramics  Of lead crysta,CD 25%,SD 45%,VAT 15%,AIT 5%,RD 3%,ATV 5%,130.19,
70133700,Glassware..Other drinking glasses; other than of glass ceramics  Excl. Of lead,CD 25%,SD 45%,VAT 15%,AIT 5%,RD 3%,ATV 5%,130.19,
70134100,Glassware of a kind used for table (other than drinking glasses) Of lead crysta,CD 25%,SD 45%,VAT 15%,AIT 5%,RD 3%,ATV 5%,130.19,
70134200,Glassware..(othr than drinking glasses)Of glass having a linear co-effi..=<5x10,CD 25%,SD 45%,VAT 15%,AIT 5%,RD 3%,ATV 5%,130.19,
70134900,Glassware ...(othr than dri.glasses) or kit.purposes other than of glass-cerami,CD 25%,SD 45%,VAT 15%,AIT 5%,RD 3%,ATV 5%,130.19,
70139100,Glassware For Toilet; Office; Indoor Decorations; Etc; Of Lead Crystal,CD 25%,SD 45%,VAT 15%,AIT 5%,RD 3%,ATV 5%,130.19,
70139910,Glassware For Toilet; Office; Indoor Decorations; Etc; Nes,CD 25%,SD 45%,VAT 15%,AIT 5%,RD 3%,ATV 5%,130.19,
70139990,Glassware For Toilet; Office; Indoor Decorations; Etc; Nes,CD 25%,SD 45%,VAT 15%,AIT 5%,RD 3%,ATV 5%,130.19,
70140000,Signalling Glassware And Optical Elements Of Glass; Not Optically Worked,CD 10%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,38.47,
70151000,Glasses For Corrective Spectacles; Not Optically Worked,CD 5%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,32.4,
70159000,Clock Or Watch Glasses; Glass For Non-Corrective Spectacles; Etc; Now,CD 5%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,32.4,
70161000,Glass Cubes And Other Glass Smallwares; For Decorative Purposes,CD 25%,SD 20%,VAT 15%,AIT 5%,RD 3%,ATV 5%,91.37,
70169000,Paving Blocks... Of Glass; For Building Or Construction Purposes; Nes,CD 25%,SD 20%,VAT 15%,AIT 5%,RD 3%,ATV 5%,91.37,
70171000,Laboratory; Hygienic Or Pharmaceutical Glassware; Of Fused Quartz...,CD 5%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,32.4,
70172000,Laboratory; Hygienic Or Pharmaceutical Glassware; Lce =<5x10-6/K,CD 5%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,32.4,
70179000,Laboratory; Hygienic Or Pharmaceutical Glassware; Nes,CD 5%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,32.4,
70181000,Glass Smallware (Incl. Beads; Imitation Pearls/Stones; Etc),CD 25%,SD 20%,VAT 15%,AIT 5%,RD 3%,ATV 5%,91.37,
70182000,Glass Microspheres =<1mm In Diameter,CD 25%,SD 0%,VAT 15%,AIT 5%,RD 3%,ATV 5%,60.31,
70189000,Glass Statuettes And Other Ornaments Of Lamp-Worked Glass;  Nes,CD 25%,SD 0%,VAT 15%,AIT 5%,RD 3%,ATV 5%,60.31,
70191100,Chopped Strands Of Glass Fibres; Of A Length <= 50 Mm,CD 10%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,38.47,
70191200,Rovings Of Glass Fibres,CD 10%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,38.47,
70191900,OTH. YARN AND STRANDS; EXCL.(CHOPPED STRANDS; OF A LENGTH OF NOT >50MM; ROVINGS),CD 10%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,38.47,
70193110,NONWOVEN MATS OF GLASS FIBRE (INCL. GLASS WOOL);  IMPORTED BY VAT REGISTERED BIO-GAS,CD 25%,SD 0%,VAT 15%,AIT 5%,RD 3%,ATV 5%,60.31,
70193190,NONWOVEN MATS OF GLASS FIBRE (INCL. GLASS WOOL);  EXCLUDING IMPORTED BY VAT REGISTERED B,CD 25%,SD 0%,VAT 15%,AIT 5%,RD 3%,ATV 5%,60.31,
70193210,Glass fibre in sheet form imported. by VAT reg. accumulator Manufacturing. Ind.,CD 25%,SD 0%,VAT 15%,AIT 5%,RD 3%,ATV 5%,60.31,
70193290,Glass fibre in sheet form imported. NES,CD 25%,SD 0%,VAT 15%,AIT 5%,RD 3%,ATV 5%,60.31,
70193900,Nonwoven Webs;Mattresses;Boards & Similar Nonwoven Products Of Glass Fibre,CD 25%,SD 0%,VAT 15%,AIT 5%,RD 3%,ATV 5%,60.31,
70194010,Fibre Glass Filter/Strainers For Deep Tubewell Of Woven Fabrics Of Rovings,CD 5%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,32.4,
70194020,IMPORTED BY VAT REGISTERED BIO-GAS PLANT,CD 10%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,38.47,
70194090,Other Goods Of Woven Fabrics Of Rovings,CD 10%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,38.47,
70195110,Fibre Glass Filter/Strainers For Deep Tubewell Of A Width Not >30mm,CD 5%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,32.4,
70195190,Other Goods Of Other Woven Fabrics Of A Width Not >30mm,CD 10%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,38.47,
70195210,Fibre Glass Filter/Strainers For Deep Tubewell;Of A Width >30cm;Plain ....,CD 5%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,32.4,
70195290,Other Goods Of A Width >30cm;Plain Weave; Weighing <250g/M2;Of Filaments..,CD 10%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,38.47,
70195910,Other Fibre Glass Filter/Strainers For Deep Tubewell,CD 5%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,32.4,
70195990,Other Woven Fabrics Of Glass Fibre; Nes,CD 10%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,38.47,
70199011,ARTICLES OF GLASS FIBRE IMPORTED BY VAT REGISTERED BIO-GAS PLANT,CD 1%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,27.55,
70199019,ARTICLES OF GLASS FIBRE IMPORTED BY VAT REGISTERED BIO-GAS PLANT,CD 10%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,38.47,
70199020,LP gas cylinder capacity below 5000 litres,CD 5%,SD 0%,VAT 0%,AIT 5%,RD 0%,ATV 5%,16.65,
70199090,GLASS FIBRES (INCL. GLASS WOOL) AND ARTICLES THEREOF (EG WOVEN FABRICS); NES,CD 10%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,38.47,
70200010,Other articles of glass; Glass inners for vacuum flasks or for other vacuum ves,CD 10%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,38.47,
70200090,Other articles of glass; Excl.  Glass inners for vacuum flasks or for other vac,CD 25%,SD 0%,VAT 15%,AIT 5%,RD 3%,ATV 5%,60.31,
71011000,Natural Pearls (Excl. Strung; Mounted Or Set),CD 5%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,32.4,
71012100,Unworked Cultured Pearls; (Excl. Strung; Mounted Or Set),CD 5%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,32.4,
71012200,Worked Cultured Pearls; (Excl. Strung; Mounted Or Set),CD 5%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,32.4,
71021000,Unsorted Diamonds,CD 25%,SD 20%,VAT 15%,AIT 5%,RD 3%,ATV 5%,91.37,
71022100,Industrial Diamonds Unworked Or Simply Sawn; Cleaved Or Bruted,CD 25%,SD 0%,VAT 0%,AIT 0%,RD 3%,ATV 5%,36.11,
71022900,Industrial Diamonds; Notmounted Or Set; Nes,CD 25%,SD 0%,VAT 15%,AIT 5%,RD 3%,ATV 5%,60.31,
71023100,Non-Industrial Diamonds Unworked Or Simply Sawn; Cleaved Or Bruted,CD 25%,SD 20%,VAT 15%,AIT 5%,RD 3%,ATV 5%,91.37,
71023900,Non-Industrial Diamonds; Not Mounted Or Set; Nes,CD 25%,SD 60%,VAT 15%,AIT 5%,RD 3%,ATV 5%,153.49,
71031000,Precious (Excl. Diamonds) Or Semi-Precious Stones; Unworked,CD 5%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,32.4,
71039100,Rubies; Sapphires And Emeralds; Worked But Not Set...,CD 5%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,32.4,
71039900,Precious Or Semi-Precious Stones; Worked But Not Set...; Nes,CD 5%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,32.4,
71041000,Piezo-Electric Quartz,CD 5%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,32.4,
71042000,Other; unworked or simply sawn or roughly shaped:,CD 5%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,32.4,
71049000,Synthetic... Precious Or Semi-Precious Stones; Worked But Not Set...,CD 5%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,32.4,
71051000,Dust And Powder Of Diamonds,CD 10%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,38.47,
71059000,Dust... Of Natural Or Synthetic Precious Or Semi-Precious Stones; Nes,CD 10%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,38.47,
71061000,Powder Of Silver,CD 5%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,32.4,
71069100,Unwrought Silver (Incl. Silver Plated With Gold Or Platinum),CD 6%,SD 0%,VAT 15%,AIT 0%,RD 0%,ATV 5%,28.61,
71069200,Semi-Manufactured Silver (Incl. Silver Plated With Gold Or Platinum),CD 6%,SD 0%,VAT 15%,AIT 0%,RD 0%,ATV 5%,28.61,
71070000,Base Metals Clad With Silver; Not Further Worked Then Semi-Manufactured,CD 10%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,38.47,
71081100,Powder Of Gold; Non-Monetary,CD 10%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,38.47,
71081200,Unwrought Gold (Incl. Gold Plated With Platinum); Non-Monetary,CD 2000%,SD 0%,VAT 15%,AIT 0%,RD 0%,ATV 5%,2448,
71081300,Semi-Manufactured Gold (Incl. Gold Plated With Platinum); Non-Monetary,CD 2000%,SD 0%,VAT 0%,AIT 0%,RD 0%,ATV 5%,2133,
71082000,Monetary Gold,CD 10%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,38.47,
71090000,Base Metals Or Silver; Clad With Gold; Up To Semi-Manufactured,CD 10%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,38.47,
71101100,Platinum Unwrought Or In Powder Form,CD 10%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,38.47,
71101900,Platinum In Semi-Manufactured Forms,CD 10%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,38.47,
71102100,Palladium; Unwrought Or In Powder Form,CD 10%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,38.47,
71102900,Palladium In Semi-Manufactured Forms,CD 10%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,38.47,
71103100,Rhodium; Unwrought Or In Powder Form,CD 10%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,38.47,
71103900,Rhodium In Semi-Manufactured Forms,CD 10%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,38.47,
71104100,Iridium; Osmium And Ruthenium; Unwrought Or In Powder Form,CD 10%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,38.47,
71104900,Iridium; Osmium And Ruthenium; In Semi-Manufactured Forms,CD 10%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,38.47,
71110000,Base Metals; Silver Or Gold; Clad With Platinum; Up To Semi-Manufactured,CD 10%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,38.47,
71123000,ASH CONTAINING PRECIOUS METAL OR PRECIOUS COMPOUNDS,CD 5%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,32.4,
71129100,WASTE AND SCRAP OF GOLD;INCL. METAL CLAD..SWEEPINGS CONT. OTH. PREC. METAL,CD 5%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,32.4,
71129200,WASTE & SCRAP OF PLATINUM;INCL.METAL CLAD WITH...OTHER PRECIOUS METALS,CD 5%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,32.4,
71129900,WASTE/SCRAP WITH PLATINUM BUT EXCL.SWEEPINGS CONT.OTH.PRECIOUS METAL; NES,CD 5%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,32.4,
71131100,Articles Of Jewellery And Parts Thereof Of Silver,CD 25%,SD 0%,VAT 15%,AIT 5%,RD 3%,ATV 5%,60.31,
71131900,Articles Of Jewellery And Parts Thereof Of Precious Metal (Excl. Silver),CD 25%,SD 0%,VAT 15%,AIT 5%,RD 3%,ATV 5%,60.31,
71132000,Articles Of Jewellery... Of Base Metal Clad With Precious Metal,CD 25%,SD 0%,VAT 15%,AIT 5%,RD 3%,ATV 5%,60.31,
71141100,Articles Of Goldsmiths' Or Silversmiths' Wares Of Silver,CD 25%,SD 0%,VAT 15%,AIT 5%,RD 3%,ATV 5%,60.31,
71141900,Articles Of Goldsmiths' Or Silversmiths' Wares Of Precious Metals; Nes,CD 25%,SD 0%,VAT 15%,AIT 5%,RD 3%,ATV 5%,60.31,
71142000,Articles Of Goldsmiths'... Wares Of Base Metal Clad With Precious Metal,CD 25%,SD 0%,VAT 15%,AIT 5%,RD 3%,ATV 5%,60.31,
71151000,Catalysts In The Form Of Wire Cloth Or Grill; Of Platinum,CD 25%,SD 0%,VAT 15%,AIT 5%,RD 3%,ATV 5%,60.31,
71159000,OTH. ARTICLES OF PRECIOUS METAL OR OF..; EXCL. CATALYSTS IN THE FORM OF WIRE CLOTH..,CD 25%,SD 0%,VAT 15%,AIT 5%,RD 3%,ATV 5%,60.31,
71161000,Articles Of Natural Or Cultured Pearls,CD 25%,SD 0%,VAT 15%,AIT 5%,RD 3%,ATV 5%,60.31,
71162000,Articles Of Precious Or Semi-Precious Stones (Excl. Pearls),CD 25%,SD 0%,VAT 15%,AIT 5%,RD 3%,ATV 5%,60.31,
71171100,Cuff-Links And Studs Of Base Metal (Incl. Plated),CD 25%,SD 20%,VAT 15%,AIT 5%,RD 3%,ATV 5%,91.37,
71171900,Imitation Jewellery Of Base Metal (Incl. Plated); Nes,CD 25%,SD 20%,VAT 15%,AIT 5%,RD 3%,ATV 5%,91.37,
71179000,Imitation Jewellery (Excl. Of Base Metal),CD 25%,SD 20%,VAT 15%,AIT 5%,RD 3%,ATV 5%,91.37,
71181000,Coin; Not Being Legal Tender (Excl. Gold Coin),CD 25%,SD 0%,VAT 15%,AIT 5%,RD 3%,ATV 5%,60.31,
71189010,Coin For Use As Legal Tender In Bangladesh Imported By Or On Behalf Of ...,CD 5%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,32.4,
71189090,Other Coin (Not For Use As Legal Tender In Bangladesh Imported By Or On..),CD 25%,SD 0%,VAT 15%,AIT 5%,RD 3%,ATV 5%,60.31,
72011000,Non-Alloy Pig Iron Containing; =<0.5% Phosphorus; In Pigs; Blocks,CD 1000%,SD 0%,VAT 0%,AIT 5%,RD 0%,ATV 5%,1074.67,
72012000,Non-Alloy Pig Iron Containing; >0.5% Phosphorus; In Pigs; Blocks,CD 1000%,SD 0%,VAT 0%,AIT 5%,RD 0%,ATV 5%,1074.67,
72015000,Alloy Pig Iron;Spiegeleisen; In Pigs; Blocks Or Other Primary Forms,CD 1000%,SD 0%,VAT 0%,AIT 5%,RD 0%,ATV 5%,1074.67,
72021100,Ferro-Manganese; Containing By Weight >2% Carbon,CD 0%,SD 0%,VAT 15%,AIT 5%,RD 10%,ATV 5%,38.47,
72021900,Ferro-Manganese; Containing By Weight =<2% Carbon,CD 5%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,32.4,
72022100,Ferro-Silicon; Containing By Weight >55% Silicon,CD 0%,SD 0%,VAT 15%,AIT 5%,RD 10%,ATV 5%,38.47,
72022900,Ferro-Silicon; Containing By Weight =<55% Silicon,CD 5%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,32.4,
72023000,Ferro-Silico-Manganese,CD 0%,SD 0%,VAT 15%,AIT 5%,RD 10%,ATV 5%,38.47,
72024100,Ferro-Chromium; Containing By Weight >4% Carbon,CD 5%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,32.4,
72024900,Ferro-Chromium; Containing By Weight =<4% Carbon,CD 5%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,32.4,
72025000,Ferro-Silico-Chromium,CD 5%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,32.4,
72026000,Ferro-Nickel,CD 5%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,32.4,
72027000,Ferro-Molybdenum,CD 5%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,32.4,
72028000,Ferro-Tungsten And Ferro-Silico-Tungsten,CD 5%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,32.4,
72029100,Ferro-Titanium And Ferro-Silico-Titanium,CD 5%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,32.4,
72029200,Ferro-Vanadium,CD 5%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,32.4,
72029300,Ferro-Niobium,CD 5%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,32.4,
72029900,Ferro-Alloys; Nes,CD 5%,SD 0%,VAT 15%,AIT 5%,RD 0%,ATV 5%,32.4,
72031000,Ferrous Products Obtained By Direct Reduction Of Iron Ore; In Lumps...,CD 800%,SD 0%,VAT 0%,AIT 800%,RD 0%,ATV 5%,1657,
72039000,Spongy Ferrous Products; Nes; And 99.94% Pure Iron; In Lumps; Pellets...,CD 800%,SD 0%,VAT 0%,AIT 800%,RD 0%,ATV 5%,1657,
72041000,Waste and scrap of cast iron,CD 1500%,SD 0%,VAT 0%,AIT 800%,RD 0%,ATV 5%,2401.34,
72042100,Waste and scrap of stainless steel,CD 1500%,SD 0%,VAT 0%,AIT 800%,RD 0%,ATV 5%,2401.34,
72042900,Waste and scrap of alloy steel (excl. stainless),CD 1500%,SD 0%,VAT 0%,AIT 800%,RD 0%,ATV 5%,2401.34,
72043000,Waste and scrap of tinned iron or steel,CD 1500%,SD 0%,VAT 0%,AIT 800%,RD 0%,ATV 5%,2401.34,
72044100,Turnings; Shavings; Chips; Milling Waste... Of Iron Or Steel; Nes,CD 1500%,SD 0%,VAT 0%,AIT 800%,RD 0%,ATV 5%,2401.34,
72044900,Ferrous waste and scrap; nes,CD 1500%,SD 0%,VAT 0%,AIT 800%,RD 0%,ATV 5%,2401.34,
72045000,Remelting Scrap Ingots,CD 1500%,SD 0%,VAT 0%,AIT 800%,RD 0%,ATV 5%,2401.34,
72051000,Granules; Of Pig Iron; Spiegelelsen; Iron Or Steel,CD 5%,SD 0%,VAT 0%,AIT 0%,RD 0%,ATV 5%,11.65,
72052100,Powders Of Alloy Steel,CD 5%,SD 0%,VAT 0%,AIT 0%,RD 0%,ATV 5%,11.65,
72052900,Powders Of Pig Iron; Spiegeleisen; Iron Or Steel (Excl. Alloy Steel),CD 5%,SD 0%,VAT 0%,AIT 0%,RD 0%,ATV 5%,11.65,
72061000,Ingots Of Iron And Non-Alloy Steel; Nes,CD 0%,SD 0%,VAT 0%,AIT 800%,RD 20%,ATV 5%,827.6,
72069000,Iron And Non-Alloy Steel; In Primary Forms (Excl. Ingots); Nes,CD 0%,SD 0%,VAT 0%,AIT 5%,RD 20%,ATV 5%,32.6,
72071100,Semi-Products Of Iron/Steel; <0.25% Carbon; Of Squarish Section,CD 0%,SD 0%,VAT 15%,AIT 800%,RD 20%,ATV 5%,845.6,
